gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0022200118,20221103/GSWORL,2022-11-03,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612744,ORL,GSW,130,129,22-23
0022200119,20221103/DENOKC,2022-11-03,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612743,OKC,DEN,110,122,22-23
0022200120,20221104/CLEDET,2022-11-04,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612739,DET,CLE,88,112,22-23
0022200121,20221104/MIAIND,2022-11-04,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612748,IND,MIA,101,99,22-23
0022200122,20221104/NYKPHI,2022-11-04,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612752,PHI,NYK,104,106,22-23
0022200123,20221104/BKNWAS,2022-11-04,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612751,WAS,BKN,86,128,22-23
0022200124,20221104/CHIBOS,2022-11-04,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612741,BOS,CHI,123,119,22-23
0022200125,20221104/CHAMEM,2022-11-04,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612766,MEM,CHA,130,99,22-23
0022200126,20221104/LACSAS,2022-11-04,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612746,SAS,LAC,106,113,22-23
0022200127,20221104/TORDAL,2022-11-04,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612761,DAL,TOR,111,110,22-23
0022200128,20221104/GSWNOP,2022-11-04,20:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612744,NOP,GSW,114,105,22-23
0022200129,20221104/MILMIN,2022-11-04,22:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612749,MIN,MIL,102,115,22-23
0022200130,20221104/PORPHX,2022-11-04,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612757,PHX,POR,106,108,22-23
0022200131,20221104/UTALAL,2022-11-04,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612762,LAL,UTA,116,130,22-23
0022200132,20221105/SACORL,2022-11-05,17:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612758,ORL,SAC,123,126,22-23
0022200133,20221105/BKNCHA,2022-11-05,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612751,CHA,BKN,94,98,22-23
0022200134,20221105/NOPATL,2022-11-05,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612740,ATL,NOP,124,121,22-23
0022200135,20221105/BOSNYK,2022-11-05,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612738,NYK,BOS,118,133,22-23
0022200136,20221105/OKCMIL,2022-11-05,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612760,MIL,OKC,108,94,22-23
0022200137,20221105/HOUMIN,2022-11-05,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612745,MIN,HOU,129,117,22-23
0022200138,20221105/SASDEN,2022-11-05,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612759,DEN,SAS,126,101,22-23
0022200139,20221105/PORPHX,2022-11-05,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612757,PHX,POR,102,82,22-23
0022200140,20221106/CLELAL,2022-11-06,15:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612739,LAL,CLE,100,114,22-23
0022200141,20221106/CHITOR,2022-11-06,18:00:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612741,TOR,CHI,113,104,22-23
0022200142,20221106/WASMEM,2022-11-06,18:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612764,MEM,WAS,103,97,22-23
0022200143,20221106/UTALAC,2022-11-06,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612762,LAC,UTA,102,110,22-23
0022200144,20221107/WASCHA,2022-11-07,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612764,CHA,WAS,100,108,22-23
0022200145,20221107/HOUORL,2022-11-07,19:15:00,,Amway Center,Orlando,3,Final,1610612753,1610612745,ORL,HOU,127,134,22-23
0022200146,20221107/OKCDET,2022-11-07,19:30:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612760,DET,OKC,112,103,22-23
0022200147,20221107/NOPIND,2022-11-07,19:45:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612740,IND,NOP,129,122,22-23
0022200148,20221107/PHXPHI,2022-11-07,20:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612756,PHI,PHX,100,88,22-23
0022200149,20221107/MILATL,2022-11-07,20:15:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612749,ATL,MIL,117,98,22-23
0022200150,20221107/PORMIA,2022-11-07,20:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612757,MIA,POR,107,110,22-23
0022200151,20221107/TORCHI,2022-11-07,20:45:00,,United Center,Chicago,3,Final,1610612741,1610612761,CHI,TOR,111,97,22-23
0022200152,20221107/BOSMEM,2022-11-07,21:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612738,MEM,BOS,106,109,22-23
0022200153,20221107/NYKMIN,2022-11-07,21:15:00,,Target Center,Minneapolis,3,Final,1610612750,1610612752,MIN,NYK,107,120,22-23
0022200154,20221107/DENSAS,2022-11-07,21:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612743,SAS,DEN,109,115,22-23
0022200155,20221107/BKNDAL,2022-11-07,21:45:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612751,DAL,BKN,96,94,22-23
0022200156,20221107/SACGSW,2022-11-07,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612758,GSW,SAC,116,113,22-23
0022200157,20221107/LALUTA,2022-11-07,22:15:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612747,UTA,LAL,139,116,22-23
0022200158,20221107/CLELAC,2022-11-07,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612739,LAC,CLE,119,117,22-23
0022200161,20221109/DALORL,2022-11-09,17:30:00,,Amway Center,Orlando,3,Final,1610612753,1610612742,ORL,DAL,94,87,22-23
0022200159,20221109/PORCHA,2022-11-09,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612757,CHA,POR,95,105,22-23
0022200160,20221109/DENIND,2022-11-09,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612743,IND,DEN,119,122,22-23
0022200162,20221109/UTAATL,2022-11-09,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612762,ATL,UTA,119,125,22-23
0022200163,20221109/DETBOS,2022-11-09,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612765,BOS,DET,128,112,22-23
0022200164,20221109/NYKBKN,2022-11-09,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612752,BKN,NYK,112,85,22-23
0022200165,20221109/HOUTOR,2022-11-09,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612745,TOR,HOU,116,109,22-23
0022200166,20221109/NOPCHI,2022-11-09,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612740,CHI,NOP,111,115,22-23
0022200167,20221109/PHXMIN,2022-11-09,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612756,MIN,PHX,117,129,22-23
0022200168,20221109/MILOKC,2022-11-09,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612749,OKC,MIL,132,136,22-23
0022200169,20221109/MEMSAS,2022-11-09,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612763,SAS,MEM,122,124,22-23
0022200170,20221109/LALLAC,2022-11-09,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612747,LAC,LAL,114,101,22-23
0022200171,20221109/CLESAC,2022-11-09,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612739,SAC,CLE,127,120,22-23
0022200172,20221110/DALWAS,2022-11-10,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612742,WAS,DAL,113,105,22-23
0022200173,20221110/PHIATL,2022-11-10,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612755,ATL,PHI,104,95,22-23
0022200174,20221110/CHAMIA,2022-11-10,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612766,MIA,CHA,117,112,22-23
0022200175,20221110/PORNOP,2022-11-10,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612757,NOP,POR,95,106,22-23
0022200176,20221111/DENBOS,2022-11-11,19:00:00,,TD Garden,Boston,3,Final,1610612738,1610612743,BOS,DEN,131,112,22-23
0022200177,20221111/PHXORL,2022-11-11,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612756,ORL,PHX,114,97,22-23
0022200178,20221111/DETNYK,2022-11-11,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612765,NYK,DET,121,112,22-23
0022200179,20221111/TOROKC,2022-11-11,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612761,OKC,TOR,132,113,22-23
0022200180,20221111/MILSAS,2022-11-11,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612749,SAS,MIL,111,93,22-23
0022200181,20221111/MINMEM,2022-11-11,21:30:00,,FedExForum,Memphis,3,Final,1610612763,1610612750,MEM,MIN,114,103,22-23
0022200182,20221111/CLEGSW,2022-11-11,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612739,GSW,CLE,106,101,22-23
0022200183,20221111/SACLAL,2022-11-11,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612758,LAL,SAC,114,120,22-23
0022200184,20221112/BKNLAC,2022-11-12,16:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612751,LAC,BKN,95,110,22-23
0022200185,20221112/UTAWAS,2022-11-12,18:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612762,WAS,UTA,121,112,22-23
0022200186,20221112/BOSDET,2022-11-12,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612738,DET,BOS,108,117,22-23
0022200187,20221112/TORIND,2022-11-12,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612761,IND,TOR,118,104,22-23
0022200188,20221112/ATLPHI,2022-11-12,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612737,PHI,ATL,121,109,22-23
0022200189,20221112/CHAMIA,2022-11-12,20:00:00,,FTX Arena,Miami,3,Final,1610612748,1610612766,MIA,CHA,132,115,22-23
0022200190,20221112/PORDAL,2022-11-12,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612757,DAL,POR,117,112,22-23
0022200191,20221112/HOUNOP,2022-11-12,20:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612745,NOP,HOU,119,106,22-23
0022200192,20221113/OKCNYK,2022-11-13,12:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612760,NYK,OKC,135,145,22-23
0022200193,20221113/MINCLE,2022-11-13,18:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612750,CLE,MIN,124,129,22-23
0022200194,20221113/MEMWAS,2022-11-13,18:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612763,WAS,MEM,102,92,22-23
0022200195,20221113/UTAPHI,2022-11-13,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612762,PHI,UTA,105,98,22-23
0022200196,20221113/DENCHI,2022-11-13,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612743,CHI,DEN,103,126,22-23
0022200197,20221113/GSWSAC,2022-11-13,21:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612744,SAC,GSW,122,115,22-23
0022200198,20221113/BKNLAL,2022-11-13,21:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612751,LAL,BKN,116,103,22-23
0022200199,20221114/TORDET,2022-11-14,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612761,DET,TOR,111,115,22-23
0022200200,20221114/CHAORL,2022-11-14,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612766,ORL,CHA,105,112,22-23
0022200201,20221114/OKCBOS,2022-11-14,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612760,BOS,OKC,126,122,22-23
0022200202,20221114/PHXMIA,2022-11-14,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612756,MIA,PHX,113,112,22-23
0022200203,20221114/LACHOU,2022-11-14,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612746,HOU,LAC,106,122,22-23
0022200204,20221114/ATLMIL,2022-11-14,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612737,MIL,ATL,106,121,22-23
0022200205,20221114/SASGSW,2022-11-14,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612759,GSW,SAS,132,95,22-23
0022200206,20221115/MEMNOP,2022-11-15,19:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612763,NOP,MEM,113,102,22-23
0022200207,20221115/LACDAL,2022-11-15,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612746,DAL,LAC,103,101,22-23
0022200208,20221115/NYKUTA,2022-11-15,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612752,UTA,NYK,111,118,22-23
0022200209,20221115/SASPOR,2022-11-15,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612759,POR,SAS,117,110,22-23
0022200210,20221115/BKNSAC,2022-11-15,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612751,SAC,BKN,153,121,22-23
0022200211,20221116/INDCHA,2022-11-16,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612754,CHA,IND,113,125,22-23
0022200212,20221116/MINORL,2022-11-16,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612750,ORL,MIN,108,126,22-23
0022200213,20221116/OKCWAS,2022-11-16,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612760,WAS,OKC,120,121,22-23
0022200214,20221116/BOSATL,2022-11-16,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612738,ATL,BOS,101,126,22-23
0022200215,20221116/MIATOR,2022-11-16,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612748,TOR,MIA,112,104,22-23
0022200216,20221116/CLEMIL,2022-11-16,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612739,MIL,CLE,113,98,22-23
0022200217,20221116/CHINOP,2022-11-16,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612741,NOP,CHI,124,110,22-23
0022200218,20221116/HOUDAL,2022-11-16,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612745,DAL,HOU,92,101,22-23
0022200219,20221116/NYKDEN,2022-11-16,22:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612752,DEN,NYK,103,106,22-23
0022200220,20221116/GSWPHX,2022-11-16,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612744,PHX,GSW,130,119,22-23
0022200221,20221117/BKNPOR,2022-11-17,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612751,POR,BKN,107,109,22-23
0022200222,20221117/SASSAC,2022-11-17,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612759,SAC,SAS,130,112,22-23
0022200223,20221117/DETLAC,2022-11-17,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612765,LAC,DET,96,91,22-23
0022200224,20221118/MIAWAS,2022-11-18,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612748,WAS,MIA,107,106,22-23
0022200225,20221118/CHACLE,2022-11-18,19:30:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612766,CLE,CHA,132,122,22-23
0022200226,20221118/MILPHI,2022-11-18,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612749,PHI,MIL,110,102,22-23
0022200227,20221118/ORLCHI,2022-11-18,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612753,CHI,ORL,107,108,22-23
0022200228,20221118/INDHOU,2022-11-18,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612754,HOU,IND,91,99,22-23
0022200229,20221118/OKCMEM,2022-11-18,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612760,MEM,OKC,121,110,22-23
0022200230,20221118/DENDAL,2022-11-18,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612743,DAL,DEN,127,99,22-23
0022200231,20221118/BOSNOP,2022-11-18,20:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612738,NOP,BOS,109,117,22-23
0022200232,20221118/PHXUTA,2022-11-18,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612756,UTA,PHX,134,133,22-23
0022200233,20221118/NYKGSW,2022-11-18,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612752,GSW,NYK,111,101,22-23
0022200234,20221118/DETLAL,2022-11-18,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612765,LAL,DET,128,121,22-23
0022200235,20221119/TORATL,2022-11-19,18:00:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612761,ATL,TOR,124,122,22-23
0022200236,20221119/ORLIND,2022-11-19,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612753,IND,ORL,114,113,22-23
0022200237,20221119/MINPHI,2022-11-19,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612750,PHI,MIN,109,112,22-23
0022200238,20221119/UTAPOR,2022-11-19,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612762,POR,UTA,113,118,22-23
0022200239,20221119/SASLAC,2022-11-19,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612759,LAC,SAS,119,97,22-23
0022200240,20221120/NYKPHX,2022-11-20,15:30:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612752,PHX,NYK,116,95,22-23
0022200241,20221120/CHAWAS,2022-11-20,18:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612766,WAS,CHA,106,102,22-23
0022200242,20221120/DETSAC,2022-11-20,18:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612765,SAC,DET,137,129,22-23
0022200243,20221120/MEMBKN,2022-11-20,19:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612763,BKN,MEM,127,115,22-23
0022200244,20221120/MIACLE,2022-11-20,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612748,CLE,MIA,113,87,22-23
0022200245,20221120/GSWHOU,2022-11-20,19:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612744,HOU,GSW,120,127,22-23
0022200246,20221120/DENDAL,2022-11-20,19:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612743,DAL,DEN,97,98,22-23
0022200247,20221120/SASLAL,2022-11-20,21:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612759,LAL,SAS,123,92,22-23
0022200248,20221121/ATLCLE,2022-11-21,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612737,CLE,ATL,114,102,22-23
0022200249,20221121/ORLIND,2022-11-21,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612753,IND,ORL,123,102,22-23
0022200250,20221121/BOSCHI,2022-11-21,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612738,CHI,BOS,121,107,22-23
0022200251,20221121/PORMIL,2022-11-21,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612757,MIL,POR,119,111,22-23
0022200252,20221121/MIAMIN,2022-11-21,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612748,MIN,MIA,105,101,22-23
0022200253,20221121/GSWNOP,2022-11-21,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612744,NOP,GSW,128,83,22-23
0022200254,20221121/NYKOKC,2022-11-21,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612752,OKC,NYK,119,129,22-23
0022200255,20221121/UTALAC,2022-11-21,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612762,LAC,UTA,121,114,22-23
0022200256,20221122/BKNPHI,2022-11-22,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612751,PHI,BKN,115,106,22-23
0022200257,20221122/SACMEM,2022-11-22,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612758,MEM,SAC,109,113,22-23
0022200258,20221122/DETDEN,2022-11-22,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612765,DEN,DET,108,110,22-23
0022200259,20221122/LALPHX,2022-11-22,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612747,PHX,LAL,115,105,22-23
0022200260,20221123/PHICHA,2022-11-23,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612755,CHA,PHI,107,101,22-23
0022200261,20221123/PORCLE,2022-11-23,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612757,CLE,POR,114,96,22-23
0022200262,20221123/MININD,2022-11-23,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612750,IND,MIN,101,115,22-23
0022200263,20221123/SACATL,2022-11-23,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612758,ATL,SAC,115,106,22-23
0022200264,20221123/DALBOS,2022-11-23,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612742,BOS,DAL,125,112,22-23
0022200265,20221123/WASMIA,2022-11-23,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612764,MIA,WAS,113,105,22-23
0022200266,20221123/BKNTOR,2022-11-23,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612751,TOR,BKN,98,112,22-23
0022200267,20221123/CHIMIL,2022-11-23,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612741,MIL,CHI,113,118,22-23
0022200268,20221123/DENOKC,2022-11-23,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612743,OKC,DEN,126,131,22-23
0022200269,20221123/NOPSAS,2022-11-23,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612740,SAS,NOP,110,129,22-23
0022200270,20221123/DETUTA,2022-11-23,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612765,UTA,DET,116,125,22-23
0022200271,20221123/LACGSW,2022-11-23,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612746,GSW,LAC,124,107,22-23
0022200272,20221125/MINCHA,2022-11-25,17:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612750,CHA,MIN,110,108,22-23
0022200273,20221125/PHIORL,2022-11-25,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612755,ORL,PHI,99,107,22-23
0022200274,20221125/PORNYK,2022-11-25,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612757,NYK,POR,129,132,22-23
0022200275,20221125/SACBOS,2022-11-25,20:00:00,,TD Garden,Boston,3,Final,1610612738,1610612758,BOS,SAC,122,104,22-23
0022200276,20221125/BKNIND,2022-11-25,20:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612751,IND,BKN,128,117,22-23
0022200277,20221125/WASMIA,2022-11-25,20:00:00,,FTX Arena,Miami,3,Final,1610612748,1610612764,MIA,WAS,110,107,22-23
0022200278,20221125/ATLHOU,2022-11-25,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612737,HOU,ATL,128,122,22-23
0022200279,20221125/NOPMEM,2022-11-25,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612740,MEM,NOP,132,111,22-23
0022200280,20221125/CLEMIL,2022-11-25,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612739,MIL,CLE,117,102,22-23
0022200281,20221125/CHIOKC,2022-11-25,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612741,OKC,CHI,123,119,22-23
0022200282,20221125/LALSAS,2022-11-25,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612747,SAS,LAL,94,105,22-23
0022200283,20221125/DETPHX,2022-11-25,21:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612765,PHX,DET,108,102,22-23
0022200284,20221125/UTAGSW,2022-11-25,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612762,GSW,UTA,129,118,22-23
0022200285,20221125/DENLAC,2022-11-25,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612743,LAC,DEN,104,114,22-23
0022200286,20221126/DALTOR,2022-11-26,17:00:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612742,TOR,DAL,105,100,22-23
0022200287,20221126/OKCHOU,2022-11-26,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612760,HOU,OKC,118,105,22-23
0022200288,20221126/LALSAS,2022-11-26,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612747,SAS,LAL,138,143,22-23
0022200289,20221126/UTAPHX,2022-11-26,21:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612762,PHX,UTA,113,112,22-23
0022200290,20221127/PORBKN,2022-11-27,15:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612757,BKN,POR,111,97,22-23
0022200291,20221127/GSWMIN,2022-11-27,15:30:00,,Target Center,Minneapolis,3,Final,1610612750,1610612744,MIN,GSW,114,137,22-23
0022200292,20221127/INDLAC,2022-11-27,16:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612754,LAC,IND,114,100,22-23
0022200293,20221127/MIAATL,2022-11-27,17:00:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612748,ATL,MIA,98,106,22-23
0022200294,20221127/WASBOS,2022-11-27,18:00:00,,TD Garden,Boston,3,Final,1610612738,1610612764,BOS,WAS,130,121,22-23
0022200295,20221127/CLEDET,2022-11-27,18:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612739,DET,CLE,94,102,22-23
0022200296,20221127/MEMNYK,2022-11-27,18:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612763,NYK,MEM,123,127,22-23
0022200297,20221127/PHIORL,2022-11-27,18:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612755,ORL,PHI,103,133,22-23
0022200298,20221127/DALMIL,2022-11-27,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612742,MIL,DAL,124,115,22-23
0022200299,20221128/ATLPHI,2022-11-28,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612737,PHI,ATL,104,101,22-23
0022200300,20221128/MINWAS,2022-11-28,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612750,WAS,MIN,142,127,22-23
0022200301,20221128/CHABOS,2022-11-28,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612766,BOS,CHA,140,105,22-23
0022200302,20221128/ORLBKN,2022-11-28,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612753,BKN,ORL,109,102,22-23
0022200303,20221128/CLETOR,2022-11-28,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612739,TOR,CLE,100,88,22-23
0022200304,20221128/OKCNOP,2022-11-28,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612760,NOP,OKC,105,101,22-23
0022200305,20221128/HOUDEN,2022-11-28,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612745,DEN,HOU,129,113,22-23
