gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0021600252,20161127/ATLLAL,2016-11-27,21:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612737,LAL,ATL,109,94,16-17
0021600253,20161128/SACWAS,2016-11-28,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612758,WAS,SAC,101,95,16-17
0021600254,20161128/PHITOR,2016-11-28,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612755,TOR,PHI,122,95,16-17
0021600255,20161128/OKCNYK,2016-11-28,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612760,NYK,OKC,103,112,16-17
0021600256,20161128/BOSMIA,2016-11-28,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612738,MIA,BOS,104,112,16-17
0021600257,20161128/CHAMEM,2016-11-28,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612766,MEM,CHA,85,104,16-17
0021600258,20161128/UTAMIN,2016-11-28,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612762,MIN,UTA,103,112,16-17
0021600259,20161128/ATLGSW,2016-11-28,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612737,GSW,ATL,105,100,16-17
0021600260,20161129/DETCHA,2016-11-29,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612765,CHA,DET,89,112,16-17
0021600261,20161129/LACBKN,2016-11-29,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612746,BKN,LAC,127,122,16-17
0021600262,20161129/CLEMIL,2016-11-29,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612739,MIL,CLE,118,101,16-17
0021600263,20161129/LALNOP,2016-11-29,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612747,NOP,LAL,105,88,16-17
0021600264,20161129/ORLSAS,2016-11-29,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612753,SAS,ORL,83,95,16-17
0021600265,20161129/HOUUTA,2016-11-29,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612745,UTA,HOU,120,101,16-17
0021600267,20161130/DETBOS,2016-11-30,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612765,BOS,DET,114,121,16-17
0021600268,20161130/MEMTOR,2016-11-30,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612763,TOR,MEM,120,105,16-17
0021600269,20161130/LALCHI,2016-11-30,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612747,CHI,LAL,90,96,16-17
0021600270,20161130/WASOKC,2016-11-30,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612764,OKC,WAS,126,115,16-17
0021600271,20161130/NYKMIN,2016-11-30,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612752,MIN,NYK,104,106,16-17
0021600272,20161130/SASDAL,2016-11-30,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612759,DAL,SAS,87,94,16-17
0021600273,20161130/MIADEN,2016-11-30,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612748,DEN,MIA,98,106,16-17
0021600274,20161130/ATLPHX,2016-11-30,21:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612737,PHX,ATL,109,107,16-17
0021600275,20161130/INDPOR,2016-11-30,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612754,POR,IND,131,109,16-17
0021600276,20161201/DALCHA,2016-12-01,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612742,CHA,DAL,97,87,16-17
0021600277,20161201/MILBKN,2016-12-01,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612749,BKN,MIL,93,111,16-17
0021600278,20161201/ORLMEM,2016-12-01,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612753,MEM,ORL,95,94,16-17
0021600279,20161201/LACCLE,2016-12-01,20:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612746,CLE,LAC,94,113,16-17
0021600280,20161201/MIAUTA,2016-12-01,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612748,UTA,MIA,110,111,16-17
0021600281,20161201/HOUGSW,2016-12-01,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612745,GSW,HOU,127,132,16-17
0021600282,20161202/ORLPHI,2016-12-02,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612753,PHI,ORL,88,105,16-17
0021600283,20161202/SACBOS,2016-12-02,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612758,BOS,SAC,97,92,16-17
0021600284,20161202/LALTOR,2016-12-02,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612747,TOR,LAL,113,80,16-17
0021600285,20161202/MINNYK,2016-12-02,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612750,NYK,MIN,118,114,16-17
0021600286,20161202/CLECHI,2016-12-02,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612739,CHI,CLE,111,105,16-17
0021600287,20161202/LACNOP,2016-12-02,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612746,NOP,LAC,96,114,16-17
0021600288,20161202/DETATL,2016-12-02,20:00:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612765,ATL,DET,85,121,16-17
0021600289,20161202/WASSAS,2016-12-02,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612764,SAS,WAS,107,105,16-17
0021600290,20161202/HOUDEN,2016-12-02,22:30:00,,Pepsi Center,Denver,3,Final,1610612743,1610612745,DEN,HOU,110,128,16-17
0021600291,20161203/BKNMIL,2016-12-03,17:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612751,MIL,BKN,112,103,16-17
0021600292,20161203/MINCHA,2016-12-03,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612750,CHA,MIN,120,125,16-17
0021600293,20161203/ATLTOR,2016-12-03,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612737,TOR,ATL,128,84,16-17
0021600294,20161203/BOSPHI,2016-12-03,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612738,PHI,BOS,106,107,16-17
0021600295,20161203/LALMEM,2016-12-03,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612747,MEM,LAL,103,100,16-17
0021600296,20161203/CHIDAL,2016-12-03,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612741,DAL,CHI,107,82,16-17
0021600297,20161203/DENUTA,2016-12-03,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612743,UTA,DEN,105,98,16-17
0021600298,20161203/MIAPOR,2016-12-03,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612748,POR,MIA,99,92,16-17
0021600299,20161203/PHXGSW,2016-12-03,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612756,GSW,PHX,138,109,16-17
0021600300,20161204/ORLDET,2016-12-04,18:00:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612753,DET,ORL,92,98,16-17
0021600301,20161204/NOPOKC,2016-12-04,19:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612740,OKC,NOP,101,92,16-17
0021600302,20161204/SACNYK,2016-12-04,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612758,NYK,SAC,106,98,16-17
0021600303,20161204/INDLAC,2016-12-04,21:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612754,LAC,IND,102,111,16-17
0021600304,20161205/DENPHI,2016-12-05,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612743,PHI,DEN,98,106,16-17
0021600305,20161205/CLETOR,2016-12-05,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612739,TOR,CLE,112,116,16-17
0021600306,20161205/WASBKN,2016-12-05,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612764,BKN,WAS,113,118,16-17
0021600307,20161205/OKCATL,2016-12-05,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612760,ATL,OKC,99,102,16-17
0021600308,20161205/PORCHI,2016-12-05,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612757,CHI,POR,110,112,16-17
0021600309,20161205/SASMIL,2016-12-05,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612759,MIL,SAS,96,97,16-17
0021600310,20161205/MEMNOP,2016-12-05,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612763,NOP,MEM,108,110,16-17
0021600311,20161205/BOSHOU,2016-12-05,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612738,HOU,BOS,107,106,16-17
0021600312,20161205/CHADAL,2016-12-05,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612766,DAL,CHA,101,109,16-17
0021600313,20161205/UTALAL,2016-12-05,22:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612762,LAL,UTA,101,107,16-17
0021600314,20161205/INDGSW,2016-12-05,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612754,GSW,IND,142,106,16-17
0021600315,20161206/ORLWAS,2016-12-06,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612753,WAS,ORL,116,124,16-17
0021600316,20161206/NYKMIA,2016-12-06,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612752,MIA,NYK,103,114,16-17
0021600317,20161206/CHIDET,2016-12-06,19:30:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612741,DET,CHI,102,91,16-17
0021600318,20161206/PHIMEM,2016-12-06,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612755,MEM,PHI,96,91,16-17
0021600319,20161206/SASMIN,2016-12-06,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612759,MIN,SAS,91,105,16-17
0021600320,20161206/PHXUTA,2016-12-06,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612756,UTA,PHX,112,105,16-17
0021600321,20161207/DETCHA,2016-12-07,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612765,CHA,DET,87,77,16-17
0021600322,20161207/BOSORL,2016-12-07,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612738,ORL,BOS,87,117,16-17
0021600323,20161207/DENBKN,2016-12-07,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612743,BKN,DEN,116,111,16-17
0021600324,20161207/MIAATL,2016-12-07,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612748,ATL,MIA,103,95,16-17
0021600325,20161207/PORMIL,2016-12-07,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612757,MIL,POR,115,107,16-17
0021600326,20161207/LALHOU,2016-12-07,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612747,HOU,LAL,134,95,16-17
0021600327,20161207/CLENYK,2016-12-07,20:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612739,NYK,CLE,94,126,16-17
0021600328,20161207/SACDAL,2016-12-07,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612758,DAL,SAC,89,120,16-17
0021600329,20161207/INDPHX,2016-12-07,21:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612754,PHX,IND,94,109,16-17
0021600330,20161207/GSWLAC,2016-12-07,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612744,LAC,GSW,98,115,16-17
0021600331,20161208/MINTOR,2016-12-08,19:00:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612750,TOR,MIN,124,110,16-17
0021600332,20161208/DENWAS,2016-12-08,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612743,WAS,DEN,92,85,16-17
0021600333,20161208/PORMEM,2016-12-08,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612757,MEM,POR,88,86,16-17
0021600334,20161208/PHINOP,2016-12-08,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612755,NOP,PHI,88,99,16-17
0021600335,20161208/GSWUTA,2016-12-08,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612744,UTA,GSW,99,106,16-17
0021600336,20161208/SASCHI,2016-12-08,21:30:00,,United Center,Chicago,3,Final,1610612741,1610612759,CHI,SAS,95,91,16-17
0021600337,20161209/ORLCHA,2016-12-09,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612753,CHA,ORL,109,88,16-17
0021600338,20161209/MIACLE,2016-12-09,19:30:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612748,CLE,MIA,114,84,16-17
0021600339,20161209/TORBOS,2016-12-09,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612761,BOS,TOR,94,101,16-17
0021600340,20161209/ATLMIL,2016-12-09,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612737,MIL,ATL,110,114,16-17
0021600341,20161209/HOUOKC,2016-12-09,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612745,OKC,HOU,99,102,16-17
0021600342,20161209/DETMIN,2016-12-09,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612765,MIN,DET,90,117,16-17
0021600343,20161209/INDDAL,2016-12-09,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612754,DAL,IND,111,103,16-17
0021600344,20161209/PHXLAL,2016-12-09,22:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612756,LAL,PHX,115,119,16-17
0021600345,20161209/NYKSAC,2016-12-09,22:30:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612752,SAC,NYK,100,103,16-17
0021600346,20161210/MILWAS,2016-12-10,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612749,WAS,MIL,110,105,16-17
0021600347,20161210/DENORL,2016-12-10,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612743,ORL,DEN,113,121,16-17
0021600348,20161210/PORIND,2016-12-10,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612757,IND,POR,118,111,16-17
0021600349,20161210/CHACLE,2016-12-10,19:30:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612766,CLE,CHA,116,105,16-17
0021600350,20161210/MIACHI,2016-12-10,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612748,CHI,MIA,105,100,16-17
0021600351,20161210/GSWMEM,2016-12-10,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612744,MEM,GSW,110,89,16-17
0021600352,20161210/DALHOU,2016-12-10,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612742,HOU,DAL,109,87,16-17
0021600353,20161210/BKNSAS,2016-12-10,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612751,SAS,BKN,130,101,16-17
0021600354,20161210/SACUTA,2016-12-10,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612758,UTA,SAC,104,84,16-17
0021600355,20161210/NOPLAC,2016-12-10,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612740,LAC,NOP,133,105,16-17
0021600356,20161211/PHIDET,2016-12-11,18:00:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612755,DET,PHI,79,97,16-17
0021600357,20161211/BOSOKC,2016-12-11,19:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612738,OKC,BOS,99,96,16-17
0021600358,20161211/GSWMIN,2016-12-11,19:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612744,MIN,GSW,108,116,16-17
0021600359,20161211/NOPPHX,2016-12-11,20:30:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612740,PHX,NOP,119,120,16-17
0021600360,20161211/NYKLAL,2016-12-11,21:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612752,LAL,NYK,112,118,16-17
0021600361,20161212/CHAIND,2016-12-12,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612766,IND,CHA,110,94,16-17
0021600362,20161212/MILTOR,2016-12-12,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612749,TOR,MIL,122,100,16-17
0021600363,20161212/WASMIA,2016-12-12,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612764,MIA,WAS,112,101,16-17
0021600364,20161212/BKNHOU,2016-12-12,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612751,HOU,BKN,122,118,16-17
0021600365,20161212/DENDAL,2016-12-12,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612743,DAL,DEN,112,92,16-17
0021600366,20161212/PORLAC,2016-12-12,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612757,LAC,POR,121,120,16-17
0021600367,20161212/LALSAC,2016-12-12,22:30:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612747,SAC,LAL,116,92,16-17
0021600368,20161213/MEMCLE,2016-12-13,19:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612763,CLE,MEM,103,86,16-17
0021600369,20161213/ORLATL,2016-12-13,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612753,ATL,ORL,120,131,16-17
0021600370,20161213/MINCHI,2016-12-13,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612750,CHI,MIN,94,99,16-17
0021600371,20161213/GSWNOP,2016-12-13,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612744,NOP,GSW,109,113,16-17
0021600372,20161213/NYKPHX,2016-12-13,21:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612752,PHX,NYK,113,111,16-17
0021600373,20161213/OKCPOR,2016-12-13,22:30:00,,Moda Center,Portland,3,Final,1610612757,1610612760,POR,OKC,114,95,16-17
0021600374,20161214/TORPHI,2016-12-14,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612761,PHI,TOR,114,123,16-17
0021600375,20161214/CHAWAS,2016-12-14,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612766,WAS,CHA,109,106,16-17
0021600376,20161214/LACORL,2016-12-14,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612746,ORL,LAC,108,113,16-17
0021600377,20161214/INDMIA,2016-12-14,19:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612754,MIA,IND,95,89,16-17
0021600378,20161214/LALBKN,2016-12-14,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612747,BKN,LAL,107,97,16-17
0021600379,20161214/CLEMEM,2016-12-14,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612739,MEM,CLE,93,85,16-17
0021600380,20161214/SACHOU,2016-12-14,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612758,HOU,SAC,132,98,16-17
0021600381,20161214/DETDAL,2016-12-14,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612765,DAL,DET,85,95,16-17
0021600382,20161214/OKCUTA,2016-12-14,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612760,UTA,OKC,109,89,16-17
0021600383,20161214/BOSSAS,2016-12-14,21:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612738,SAS,BOS,108,101,16-17
0021600384,20161215/CHIMIL,2016-12-15,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612741,MIL,CHI,108,97,16-17
0021600385,20161215/INDNOP,2016-12-15,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612754,NOP,IND,102,95,16-17
0021600386,20161215/PORDEN,2016-12-15,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612757,DEN,POR,132,120,16-17
0021600387,20161215/SASPHX,2016-12-15,21:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612759,PHX,SAS,92,107,16-17
0021600388,20161215/NYKGSW,2016-12-15,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612752,GSW,NYK,103,90,16-17
0021600389,20161216/DETWAS,2016-12-16,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612765,WAS,DET,122,108,16-17
0021600390,20161216/BKNORL,2016-12-16,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612751,ORL,BKN,118,111,16-17
0021600391,20161216/CHABOS,2016-12-16,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612766,BOS,CHA,96,88,16-17
0021600392,20161216/ATLTOR,2016-12-16,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612737,TOR,ATL,121,125,16-17
0021600393,20161216/MILCHI,2016-12-16,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612749,CHI,MIL,69,95,16-17
0021600394,20161216/SACMEM,2016-12-16,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612758,MEM,SAC,92,96,16-17
0021600395,20161216/NOPHOU,2016-12-16,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612740,HOU,NOP,122,100,16-17
0021600396,20161216/LALPHI,2016-12-16,20:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612747,PHI,LAL,89,100,16-17
0021600397,20161216/LACMIA,2016-12-16,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612746,MIA,LAC,98,102,16-17
0021600398,20161216/DALUTA,2016-12-16,22:30:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612742,UTA,DAL,103,100,16-17
0021600399,20161217/PHXOKC,2016-12-17,17:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612756,OKC,PHX,114,101,16-17
0021600400,20161217/INDDET,2016-12-17,19:00:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612754,DET,IND,90,105,16-17
0021600401,20161217/CHAATL,2016-12-17,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612766,ATL,CHA,99,107,16-17
0021600402,20161217/LALCLE,2016-12-17,19:30:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612747,CLE,LAL,119,108,16-17
0021600403,20161217/HOUMIN,2016-12-17,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612745,MIN,HOU,109,111,16-17
0021600404,20161217/NYKDEN,2016-12-17,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612752,DEN,NYK,127,114,16-17
0021600405,20161217/PORGSW,2016-12-17,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612757,GSW,POR,135,90,16-17
0021600406,20161218/LACWAS,2016-12-18,15:30:00,,Capital One Arena,Washington,3,Final,1610612764,1610612746,WAS,LAC,117,110,16-17
0021600411,20161218/SACDAL,2016-12-18,16:00:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612758,DAL,SAC,99,79,16-17
0021600407,20161218/UTAMEM,2016-12-18,18:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612762,MEM,UTA,73,82,16-17
0021600408,20161218/BKNPHI,2016-12-18,18:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612751,PHI,BKN,108,107,16-17
0021600409,20161218/TORORL,2016-12-18,18:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612761,ORL,TOR,79,109,16-17
0021600410,20161218/BOSMIA,2016-12-18,18:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612738,MIA,BOS,95,105,16-17
0021600412,20161218/NOPSAS,2016-12-18,19:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612740,SAS,NOP,113,100,16-17
0021600413,20161219/WASIND,2016-12-19,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612764,IND,WAS,107,105,16-17
0021600414,20161219/DETCHI,2016-12-19,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612765,CHI,DET,113,82,16-17
0021600415,20161219/ATLOKC,2016-12-19,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612737,OKC,ATL,108,110,16-17
0021600416,20161219/PHXMIN,2016-12-19,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612756,MIN,PHX,115,108,16-17
0021600417,20161219/DALDEN,2016-12-19,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612742,DEN,DAL,117,107,16-17
0021600418,20161220/NOPPHI,2016-12-20,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612740,PHI,NOP,93,108,16-17
0021600419,20161220/LALCHA,2016-12-20,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612747,CHA,LAL,117,113,16-17
0021600420,20161220/BKNTOR,2016-12-20,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612751,TOR,BKN,116,104,16-17
0021600421,20161220/INDNYK,2016-12-20,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612754,NYK,IND,118,111,16-17
0021600422,20161220/ORLMIA,2016-12-20,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612753,MIA,ORL,130,136,16-17
0021600423,20161220/CLEMIL,2016-12-20,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612739,MIL,CLE,108,114,16-17
0021600424,20161220/BOSMEM,2016-12-20,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612738,MEM,BOS,109,112,16-17
0021600425,20161220/SASHOU,2016-12-20,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612759,HOU,SAS,100,102,16-17
0021600426,20161220/DENLAC,2016-12-20,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612743,LAC,DEN,119,102,16-17
0021600427,20161220/UTAGSW,2016-12-20,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612762,GSW,UTA,104,74,16-17
0021600428,20161220/PORSAC,2016-12-20,22:30:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612757,SAC,POR,126,121,16-17
0021600429,20161221/MILCLE,2016-12-21,19:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612749,CLE,MIL,113,102,16-17
0021600430,20161221/MINATL,2016-12-21,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612750,ATL,MIN,84,92,16-17
0021600431,20161221/MEMDET,2016-12-21,19:30:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612763,DET,MEM,86,98,16-17
0021600432,20161221/WASCHI,2016-12-21,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612764,CHI,WAS,97,107,16-17
0021600433,20161221/OKCNOP,2016-12-21,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612760,NOP,OKC,110,121,16-17
0021600434,20161221/SACUTA,2016-12-21,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612758,UTA,SAC,93,94,16-17
0021600435,20161221/HOUPHX,2016-12-21,21:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612745,PHX,HOU,111,125,16-17
0021600436,20161221/DALPOR,2016-12-21,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612742,POR,DAL,95,96,16-17
0021600440,20161222/BOSIND,2016-12-22,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612738,IND,BOS,102,109,16-17
0021600437,20161222/GSWBKN,2016-12-22,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612744,BKN,GSW,101,117,16-17
0021600438,20161222/ORLNYK,2016-12-22,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612753,NYK,ORL,106,95,16-17
